date,algorand,avalanche_2,axie_infinity,binancecoin,bitcoin,bitcoin_cash,bittorrent_2,cardano,chainlink,cosmos,crypto_com_chain,decentraland,dogecoin,elrond_erd_2,eos,ethereum,ethereum_classic,fantom,filecoin,flow,ftx_token,gala,hedera_hashgraph,helium,internet_computer,iota,klay_token,kusama,leo_token,litecoin,loopring,matic_network,monero,near,okb,pancakeswap_token,polkadot,radix,ripple,shiba_inu,solana,stellar,terra_luna,tezos,the_graph,the_sandbox,theta_token,tron,uniswap,vechain
2017-01-01,,,,,948.7433000000003,,,,,,,,0.00020979756657005062,,,7.666364877927506,1.3308357497119383,,,,,,,,,,,,,4.28066994855876,,,12.945102455539397,,,,,,0.006061006242973798,,,0.0023593816648464503,,,,,,,,
2017-01-02,,,,,973.7802,,,,,,,,0.00021158743802549132,,,7.988683735892442,1.3758292180092828,,,,,,,,,,,,,4.375974772856971,,,15.288524861484703,,,,,,0.0060278517614031765,,,0.0023905032662911298,,,,,,,,
2017-01-03,,,,,994.3156,,,,,,,,0.00021391801660946083,,,9.243631598924008,1.4402977486049915,,,,,,,,,,,,,4.407587946919082,,,15.111977002358286,,,,,,0.006130867416561913,,,0.002444665378632206,,,,,,,,
2017-01-04,,,,,1078.3396387831203,,,,,,,,0.0002127863382252992,,,10.46276715658416,1.6878118026263431,,,,,,,,,,,,,4.30765224206912,,,17.342320828458075,,,,,,0.006261114291550603,,,0.0026051422851837112,,,,,,,,
2017-01-05,,,,,934.2619,,,,,,,,0.000212669303611036,,,9.539322370558052,1.5466233786815455,,,,,,,,,,,,,3.977069743095557,,,14.96634250631353,,,,,,0.005841332443630177,,,0.0024378179474949966,,,,,,,,
2017-01-06,,,,,848.6307999999993,,,,,,,,0.0002090276203245063,,,9.638973752005528,1.4238254202168266,,,,,,,,,,,,,3.663355890401685,,,13.31049888362311,,,,,,0.006008543273315009,,,0.0023122924824321264,,,,,,,,
2017-01-07,,,,,854.5528000000002,,,,,,,,0.00021136998173791835,,,9.327366688297072,1.3576705772872326,,,,,,,,,,,,,3.7496617179623857,,,12.251155781815608,,,,,,0.006039260518967894,,,0.0022634172421348,,,,,,,,
2017-01-08,,,,,862.1536999999997,,,,,,,,0.0002122126754433049,,,9.748485442498861,1.3671642280183025,,,,,,,,,,,,,3.7915533545786015,,,12.752845593182498,,,,,,0.005926277160618225,,,0.0022377820037771793,,,,,,,,
2017-01-09,,,,,852.6842589327473,,,,,,,,0.00021670162605650357,,,9.72488837864401,1.3236376901583362,,,,,,,,,,,,,4.073041696798945,,,12.807109836291499,,,,,,0.005828733114161529,,,0.0022274931414378854,,,,,,,,
2017-01-10,,,,,858.3340890716511,,,,,,,,0.00021183813681987197,,,9.972716772822558,1.3646151903138939,,,,,,,,,,,,,4.33651825941476,,,12.605138997851297,,,,,,0.006361570675400812,,,0.0022298191269504116,,,,,,,,
2017-01-11,,,,,741.0161,,,,,,,,0.0001957086613956039,,,9.128746793991773,1.1149102173656649,,,,,,,,,,,,,3.6938954624013016,,,10.965917196155527,,,,,,0.006097991985489828,,,0.0019822725729094623,,,,,,,,
2017-01-12,,,,,753.2917000000002,,,,,,,,0.00019962907112743328,,,9.109257054502143,1.1495925196468721,,,,,,,,,,,,,3.7587262197812845,,,11.120461367605055,,,,,,0.006113570711040088,,,0.0023434726199686655,,,,,,,,
2017-01-13,,,,,775.2239000000001,,,,,,,,0.000200073018474436,,,9.07401778343101,1.1376862149465832,,,,,,,,,,,,,3.682987653821503,,,10.52873195135617,,,,,,0.006220604957096361,,,0.0022518665163612124,,,,,,,,
2017-01-14,,,,,768.4652000000001,,,,,,,,0.00019761113415652328,,,9.11010549886668,1.1369704912420135,,,,,,,,,,,,,3.725216878613385,,,10.437592756263824,,,,,,0.006431870258307096,,,0.0023256214593586648,,,,,,,,
2017-01-15,,,,,773.7139000000001,,,,,,,,0.00019340678723024567,,,9.21205718081606,1.1202160096117288,,,,,,,,,,,,,3.6777501215078976,,,10.095948892284243,,,,,,0.006392762118717017,,,0.0023100925105774646,,,,,,,,
2017-01-16,,,,,781.4939,,,,,,,,0.00019545619438605916,,,8.983140733690593,1.1133063732177564,,,,,,,,,,,,,3.6484046895702793,,,10.003294568690848,,,,,,0.006387359446342552,,,0.0022530301858000026,,,,,,,,
2017-01-17,,,,,844.0353000000003,,,,,,,,0.00020068584270639843,,,9.576372266308162,1.1295469658049937,,,,,,,,,,,,,3.6586752968419716,,,11.545636269860967,,,,,,0.006314260889838828,,,0.0023673810787450127,,,,,,,,
2017-01-18,,,,,821.8239999999994,,,,,,,,0.00019508540523736898,,,9.521772147894758,1.1378501147110485,,,,,,,,,,,,,3.62940322479287,,,11.212036335282702,,,,,,0.006359735806438693,,,0.0023302418051685775,,,,,,,,
2017-01-19,,,,,841.4353000000001,,,,,,,,0.00019689332725495487,,,9.743182793622402,1.0976589113492181,,,,,,,,,,,,,3.617564314404137,,,11.431424936232636,,,,,,0.006587829808114707,,,0.002208452202834238,,,,,,,,
2017-01-20,,,,,833.0415000000002,,,,,,,,0.00019553071798449127,,,9.858621585760831,1.2521897927307464,,,,,,,,,,,,,3.6281544514431303,,,10.91506418530438,,,,,,0.006250669793713405,,,0.0021894631972896555,,,,,,,,
2017-01-21,,,,,859.6970999999996,,,,,,,,0.00019354910717918716,,,10.163541977137532,1.3273890923720546,,,,,,,,,,,,,3.635913386086775,,,11.245901208768567,,,,,,0.006270511289881508,,,0.002177105067700362,,,,,,,,
2017-01-22,,,,,858.3828339959372,,,,,,,,0.00019252919552958115,,,10.039009546787913,1.2892856400409978,,,,,,,,,,,,,3.5795272294363336,,,11.20917534939252,,,,,,0.006265180798634009,,,0.0021945883829393516,,,,,,,,
2017-01-23,,,,,853.6122000000003,,,,,,,,0.00019250257179966477,,,9.987083131250577,1.3005194538079183,,,,,,,,,,,,,3.553987181061175,,,11.342667908295635,,,,,,0.0062201987590698735,,,0.002179299027595269,,,,,,,,
2017-01-24,,,,,825.4106999999999,,,,,,,,0.00018741629739462743,,,9.69025334827544,1.2766165693221672,,,,,,,,,,,,,3.4790211102337603,,,10.873899618518406,,,,,,0.006117509326715354,,,0.0020891783565111684,,,,,,,,
2017-01-25,,,,,831.1324999999999,,,,,,,,0.00018869453051872446,,,9.741020150922242,1.199991454701862,,,,,,,,,,,,,3.5016801246548424,,,10.946182480794656,,,,,,0.006064142862946848,,,0.0020167298246462286,,,,,,,,
2017-01-26,,,,,857.0326999999999,,,,,,,,0.00019374268912238966,,,9.882668996960081,1.2452515851686767,,,,,,,,,,,,,3.564639885004734,,,11.17692416788384,,,,,,0.006248728631139657,,,0.002057005813996679,,,,,,,,
2017-01-27,,,,,858.4133,,,,,,,,0.00019571210630331686,,,9.824707269953235,1.1965414143174107,,,,,,,,,,,,,3.5963965707756227,,,11.409156725976393,,,,,,0.005982707071587058,,,0.0020649687376774702,,,,,,,,
2017-01-28,,,,,860.2162999999996,,,,,,,,0.00019531886664154012,,,9.866457787038783,1.2245471075637466,,,,,,,,,,,,,3.5853978304051637,,,12.063442483269293,,,,,,0.005934847012154372,,,0.0020499479441887757,,,,,,,,
2017-01-29,,,,,853.2889000000006,,,,,,,,0.00019423980458837444,,,9.736080517187103,1.2134602318566305,,,,,,,,,,,,,3.5664550381617492,,,11.739655545744942,,,,,,0.005972091202629788,,,0.0020768838583700025,,,,,,,,
2017-01-30,,,,,860.6615391773739,,,,,,,,0.00019477054616472077,,,9.877995652245007,1.2615681293385288,,,,,,,,,,,,,3.7522215524526197,,,11.87391126147153,,,,,,0.005954601570477857,,,0.0023053989445023337,,,,,,,,
